sleep_mins,sleep_qlt,steps,rhr_avg,screen_mins,water_l,stress_avg,mood_avg,caffeine_mg,diet_qlt,prod_mins,exercise_mins,wellness_tmrw
598.6554168004927,5,1822,79.58755962265349,253.93576729333483,0.98277787728615,1,4,96.41765725602052,1,422,127,45.22171577272198
297.55690613339414,8,18327,66.08240420377352,453.92314220952983,2.3452694767590323,10,3,227.69426109013,3,59,57,25.853772660174563
481.41073370696495,6,15289,90.0,343.71748848177094,3.5673289863825697,7,3,33.770255089824815,2,97,75,63.86787378295787
315.8844572743451,4,7150,68.59518959431173,190.39770542943293,1.3036618720707067,10,6,64.9025866861668,9,170,149,3.2787319742964725
398.02090566316076,5,5425,63.92304927161352,270.329297115524,2.1120498277038533,1,4,19.656090965139853,1,381,35,38.12972311070859
510.4044429816504,4,17032,66.70149505012111,243.0363990029637,1.4106888122883472,9,6,2.327299424992134,9,172,172,61.6888891746738
436.6281613748733,4,3198,58.70431218764599,286.8542613275284,1.8251336544719874,8,3,105.05824686437668,9,150,163,30.097764490831757
354.40237598909,9,4452,73.85817512562353,322.90768488297425,3.345736114819707,7,4,70.59126545593708,8,452,21,38.400552511114775
380.4981329332823,9,10106,66.64080240176702,388.22999024577854,1.982780419606894,10,9,260.9351144633754,8,349,126,35.75668210734682
480.9310379232967,6,14859,79.0500223231819,376.3002374380704,3.3212525900122616,7,5,97.37227630577654,1,389,79,49.81980314266647
379.4136025163662,8,18692,67.80202003860467,0.0,3.0872432383452693,5,7,223.15174907440195,8,439,99,67.55068794943845
447.5850184499022,4,9705,81.07553689348518,285.403771684196,1.9098096692124418,5,10,197.44051799525067,10,121,95,23.039132103793943
435.2811724730746,5,11112,76.05964599453633,73.58671298898562,1.7979204315150141,5,2,103.28366758207888,3,107,160,55.116146133236676
385.0847749723812,7,5841,70.22877421374675,258.64091212990115,1.4832009545483986,1,5,288.8108465668498,7,3,172,58.330013990686126
586.3639744314235,4,16358,82.64186069880657,281.431561828362,1.4552950446452768,8,9,141.48271891718468,1,92,163,53.36714548506354
477.6421696068968,4,2409,77.61834768829767,446.4222537127064,2.4825659156062745,1,3,241.0407412803191,1,406,147,38.05848898931616
286.1897337606523,6,5566,90.0,295.482679934985,2.1841717478280276,4,9,231.7277513265011,10,5,17,26.211253095110028
445.4247106633988,8,12382,66.72435804017437,338.882702751489,1.7011156520566348,9,6,153.17183880838263,5,287,37,44.8843413083089
384.3513745366761,7,18939,70.61292884366769,418.95845709861436,0.960989662301377,9,4,180.09046782446805,5,105,150,48.19746493811728
493.37520010532813,9,15596,82.54967208808743,484.16283897289503,2.28494301425777,5,7,169.92571320955807,8,145,108,67.32756635842097
374.9385068328456,9,1804,57.6516975053191,281.5479114964634,1.8243582567509335,4,8,28.459085488663348,7,270,122,67.66471179760953
423.7389762143833,5,14221,80.5355485058605,314.12691625206133,2.043761843534325,3,6,124.5832283562413,8,423,143,60.2036505101413
468.35908408659293,7,2279,73.51442206145177,301.50349533633806,2.4437294629584656,3,5,205.93977871557283,6,377,148,56.145652044554495
494.33437398024876,9,14192,62.89431395642202,218.61015533533856,0.19855771088970942,5,6,242.09490538893294,6,95,103,58.235927005359144
345.5786586919841,5,8083,59.095682731591026,184.63271648364156,0.9733803170327002,10,5,62.34882625344402,2,456,139,26.289439564524812
407.9159110194517,8,12093,64.62008421495773,0.0,4.0,1,8,162.30650414504157,6,228,143,76.53238308653879
397.8039375964112,5,18771,51.72144342139542,138.50085982135056,1.794711594640306,5,1,132.06961706220275,5,201,80,43.78200705584599
384.96029525469277,9,13880,66.08368445046797,33.20537501852948,0.18605351808197668,6,7,110.57007483347235,3,211,86,52.196526165492905
559.112705300239,6,16517,74.98045066674065,488.2797726679879,1.0400478563869981,7,10,148.4802103380021,6,5,141,51.8096607276579
461.1586831891888,6,3106,66.18959487224937,328.26240124461424,4.0,9,10,137.43979285329098,8,111,60,51.58923766716368
341.21635528787675,6,17086,81.10650161147046,281.109154057975,1.637602031784128,3,2,163.31260550980704,9,375,45,54.2767367373989
498.08606018794393,9,5831,83.2795808218023,192.37722208783774,3.1272121959177257,2,9,235.33734087600416,1,378,31,79.09499478442872
584.7952461849096,6,4186,80.20515586100619,304.46688948519363,2.2968943986697643,3,1,182.73020726917605,3,446,14,37.29203933149942
506.3374987596826,7,3573,71.84512728211492,172.80301835169988,1.8120263700008232,9,10,144.8473007098162,3,322,43,40.58343703510643
322.60536245131107,8,13808,51.40256582010825,326.10278349309056,2.8203563766104742,7,6,269.1700045458463,8,105,144,38.806917826511416
397.1351467536299,5,3599,64.37042006373915,336.860097438203,0.2925146597149695,9,9,208.79436767042688,1,138,168,12.612625923419921
523.2176027414368,5,5033,68.8636917858049,170.79244464648843,1.0470939041147178,2,1,112.60812491173213,5,298,53,39.8273869077036
381.0477984754478,9,9428,62.84905880396151,167.93070527663912,1.8061191902883516,5,4,22.630367811767584,3,400,43,64.03850621612143
463.9549988265284,6,2304,68.88395619610743,444.3299031892676,1.1256764813843134,4,4,40.973545526362756,2,95,97,30.679322576351748
487.77365184691223,6,18685,82.88053974954704,292.07100685630496,1.7353777691968229,2,9,194.65859586525073,8,387,4,73.19838325060812
365.26100604637804,4,19925,56.83378776387745,182.8469356102664,2.8829704365462625,9,5,69.5750016597615,3,446,108,45.506193386184954
427.7141743635504,8,19435,84.49353644895221,244.42405474657218,2.305709377068785,9,5,39.355561831044156,7,451,26,72.81460825666913
240.0,7,9633,77.0778113740331,148.4108869940089,3.2644936284076715,6,6,59.35317386502404,1,336,115,20.89702744522766
358.2440898239311,5,12372,72.14573446622157,289.9224629007125,2.3563002274813956,6,1,65.009255032744,6,296,86,41.88396805052938
413.8150930996925,4,9996,64.29106755407389,424.7442461496703,2.9939686651956214,8,1,188.0518134225801,3,466,103,31.85830979191967
342.15961089853084,4,17458,63.008397236068596,295.8493998608608,2.148743759897202,6,9,107.46063393741791,8,388,122,37.54598425737145
549.5336138830777,9,6475,56.99025828329008,654.5450165513076,1.727779613312174,1,3,10.210031976047546,6,415,78,82.64840011915214
329.0298207868345,5,8184,83.73412384251509,363.20393520735024,3.384454444433511,4,4,122.48359182098854,2,213,42,22.24803091133713
400.3167969578172,9,13875,82.30089248059232,334.49316717633184,1.6325197696511466,7,1,137.78129059585933,6,453,96,49.485954287056686
441.41332156459856,7,2622,58.74972297133374,163.75468035512912,2.47507585849944,2,9,81.65305108473187,7,290,30,50.329089767467075
535.7716768127603,4,16988,65.57897604075039,264.2199829736,2.815117890579579,9,8,212.470806735416,5,21,98,40.45418288549903
328.61792511508037,4,9041,73.46515815385527,183.14792354494617,2.8731941635766853,8,2,86.32488914461723,3,192,16,24.104180577779783
515.7477901551571,8,17725,67.60392689462233,0.0,1.2676458638239845,8,8,208.66701493097202,4,467,82,72.36546931730331
432.7367803934103,7,19458,54.65060194374546,446.13933331932117,3.041560324662613,7,7,167.7426223739981,4,149,109,63.90429269000341
361.33137712454754,4,8992,64.7378179155545,223.28241666746533,1.416835803114184,4,6,194.12844064355255,6,367,31,20.661553298379857
465.2714501469555,7,16646,85.60827438416015,185.93998885000408,2.848562924279995,2,1,32.115932735488414,10,246,167,74.1742998639787
446.3322980812898,5,18029,65.28017127668444,331.5855050937697,2.6281387768392794,3,7,127.86481537904821,1,266,140,69.41728427088523
388.78438484456683,6,5263,68.69226130638235,376.87493283322755,2.8549045294239193,6,10,115.77375963401848,4,460,34,22.678784710201633
437.0257501192814,4,15060,60.838580607716956,251.88377506405817,1.235997183120778,5,7,6.239478007397352,10,250,132,53.170875866849855
404.25742102595325,8,16156,74.70210388226998,299.60974985864726,2.6703437941875134,8,9,208.40485838423274,4,2,28,43.16780149271565
440.1732488580899,5,9646,70.92121439219667,411.92811109716047,3.0684749411265377,6,1,54.60792824741202,10,392,69,40.81048946987447
479.67340856551533,7,12664,64.06384206754417,245.97096080850784,2.3547166265293926,6,2,71.23457369312138,1,315,152,58.58434823380429
546.1932107624654,9,3969,59.562756833540604,345.3500612645001,1.5451066563163387,1,9,38.934733152181934,9,75,94,84.49205456020718
342.87728408446685,5,4028,81.23634699208701,51.113307241627446,2.9357980914623925,4,9,176.09490608562987,4,86,21,29.137212665027572
585.5784029752513,4,4629,57.155652746871354,113.8021502358377,2.291135702480616,5,6,0.0,7,269,172,71.69114138083388
291.4496784343799,7,4067,74.03052556471644,390.83096671206056,0.8604445889378434,3,6,169.42998403716544,3,224,68,14.887114350584682
421.071473157438,6,6941,52.76896604230741,105.96620412490523,1.4830484301466718,9,4,203.56111889947687,10,17,88,31.94208836073361
474.3588388668895,5,18770,75.65769346409905,335.1206320669944,1.7789643750184212,1,4,162.97427421006086,3,112,71,65.75946824650931
452.2314144769224,4,12555,77.76239109808049,277.9501826704391,3.4046546301117253,6,5,177.01027870771432,8,250,128,51.374823878534045
387.16563457291727,8,14081,78.7582696931193,245.32991062196567,3.264146469044972,6,3,180.76371756624343,8,232,171,49.256210140474195
417.0151979742762,9,7819,68.71033225144106,175.73058465484075,3.261574824845341,10,1,44.04605386193887,1,328,86,45.489265205842614
396.503932704564,7,12046,82.67202884450957,436.4010027158063,2.385888222147093,5,1,234.77879837314754,10,278,95,26.61273616104482
389.5657375000168,5,18717,88.46233355996854,559.4836731779752,2.9308758334233596,5,7,83.1938996693201,2,201,74,37.10519357891039
493.17135098551375,5,3711,67.4270149116323,345.0288243900292,1.2873764730512876,10,1,114.68899059280224,8,82,166,42.652365624208194
457.70511498948343,6,5853,66.39195975896058,348.37360735092255,2.2054424787142173,5,1,93.38901453192328,1,124,53,23.88033577461043
382.1105091412329,6,8715,71.19341808275948,197.6504055213759,2.5613061613196773,6,3,159.32336967018475,8,174,87,30.41510336701552
496.771191031194,8,9942,66.17855883284635,120.58541522634302,1.340080754152704,8,10,76.95702054900622,8,68,156,74.29028240483954
454.12556550311587,9,16507,65.00903843191904,294.0391642790738,2.367929671713496,2,4,125.35325793898949,2,46,53,57.327409026113266
490.5260725564051,8,16826,65.70609167806792,153.9375528062886,3.5493113486434757,6,4,21.172494628319612,4,371,15,64.37961303122675
477.33327661850007,4,2762,83.72604806404996,34.10848075262672,2.6470158276485014,1,2,213.17321668012573,6,255,98,47.59372744824064
372.3123592136108,4,16850,76.17505596028346,420.51687185483735,2.9340361653312965,4,1,173.65927567601628,9,214,19,24.83562799674176
391.6669651058182,8,13112,66.15243098193527,427.82501823777494,0.23807446125419007,10,3,96.61921904785844,8,29,45,27.817978951330442
485.8051395688749,9,13652,50.35899979422172,171.17418405703586,3.4463750793223396,3,4,82.46807759793518,8,280,126,96.08340057880649
475.9466591112095,8,7122,57.64428405114826,336.5946481918867,2.0511021217982646,9,3,171.57025970541574,7,411,57,47.773927036184375
430.4950852345813,9,1481,74.02743266081502,450.292840168765,1.5850509487439663,3,8,63.416529549123055,9,236,110,59.57968854619631
440.44757159823234,9,15536,53.02755246888946,330.75400305928184,2.060289718552056,6,10,130.02922526121353,2,247,128,68.92239047399902
523.9918724967666,7,1153,72.34394821961564,121.02680308518998,1.011982273375282,1,1,212.91190299451247,3,367,80,56.432908296131856
389.40686000382027,9,8617,61.47549020107979,265.0659880144352,3.038353649401714,6,2,55.09943046902461,10,24,156,59.73878283177003
471.39101144424274,6,2524,70.7344461966454,499.02141300629864,1.9316834217809657,4,7,149.48806632961623,8,73,83,41.83395356360208
417.44212902475965,9,3120,70.51085041067314,337.05399654076695,1.6090953503791448,8,4,145.25802135483937,6,205,69,32.24180923824282
416.32695336764016,9,16048,70.96471947112569,380.8698154774208,2.065555947449308,9,8,112.21305450698537,10,313,7,51.549833619983445
511.1119333430777,9,3343,66.84462522337184,351.2443829053671,3.094412523660913,4,3,79.69683327168507,9,93,28,50.869591441797844
491.4299771271381,4,6136,66.58171499513814,171.673296303262,2.305166720624977,10,6,217.1837645515508,10,374,111,34.09972396325361
490.572693792046,6,2240,64.23367664850849,206.87321710760358,1.0722449843732265,10,9,72.1945091386427,4,126,178,33.623685226371975
525.9944741151118,6,1060,73.87113853793512,350.82977355776137,2.571984663792866,6,1,0.0,8,424,160,42.60617896781127
433.5122765975587,8,10130,76.44154139824758,422.53076700306116,1.4568160365419,1,1,171.2426873304827,10,24,130,61.94003221449571
481.1006139332374,7,19023,60.24821981971099,464.9857426376824,0.4751191749001469,4,8,23.895732018573284,3,333,162,76.34394312629989
409.6607935252712,9,13312,69.58697222166184,171.28416828477097,3.396805770173743,7,3,175.35049158840698,3,354,107,65.09900454736255
455.3399773791678,5,14350,71.5726565879019,364.9680802015791,2.5657838998621516,1,5,226.79225982747553,8,115,108,54.038012099360245
422.6297000855267,7,13418,71.47016907698433,478.0566167578464,2.1373834689572684,8,1,170.37999027189394,5,47,19,30.300240824474606
438.9837094794757,7,2252,71.33415695677215,151.93773445679665,1.9235123882426413,10,5,205.7129041509993,3,225,72,28.93221530418258
474.8513058314578,6,9363,66.7837215172382,523.0120703699662,3.317663600586653,6,6,281.6039285543718,10,265,166,55.61335887752906
373.08811080719,7,10650,72.23224340370031,545.8411241016286,4.0,5,8,197.34083700871574,1,98,3,22.782000672080713
582.6518838493531,9,19706,74.94422968786895,693.762950943249,2.5590244148532135,10,3,146.44587141003487,3,458,18,58.838741497683124
359.56674853202145,9,17314,71.12829324658051,334.6400161244992,1.3762922541376992,9,3,250.71585468189184,9,10,101,46.40487657428798
344.5784198792833,4,5090,74.04751869226979,335.4637014393673,2.0764275849056193,2,10,260.3820435877268,5,84,172,32.030594826618746
515.3839828920048,9,7960,77.92282728830006,424.04915836759767,2.5444581376752398,5,9,261.5017426607536,10,404,170,59.01941579596435
488.9997139653314,9,4004,55.19247713683786,419.6704009574125,0.3203773544065076,6,4,80.6285187843198,2,213,140,54.67755827939612
476.93662682775516,6,17713,77.54771073492294,468.9550291493408,2.4675993614224945,7,4,11.678531320127675,7,172,140,74.05982853103633
477.2408766670282,9,4640,72.7394221217702,417.60497706976554,2.549140103594463,5,7,75.74462532520906,2,390,85,53.88507490545656
431.11823235502214,4,2341,61.106997378090185,284.0907136442942,3.2610737583897764,9,2,176.291329263454,4,208,51,5.344488420027043
367.39768525302014,5,12855,76.41976705855751,483.2995681460253,3.177698641898443,1,8,132.73271562656845,7,447,110,55.270848900716786
437.4579281899483,6,1338,66.8134327518083,139.31187754609115,2.288937728231629,7,6,103.48152118585223,4,381,108,40.43872154451791
383.24435677112797,5,6895,67.90426850945158,300.87785050880643,3.4117095252642873,10,3,164.83851190439484,7,63,85,26.341572009837027
502.2086208060781,6,13254,65.93856174027471,534.5603424074699,3.828542655231005,7,9,2.3355934661386186,7,257,42,44.6364761549537
421.41186853184604,8,12344,72.4191907539058,112.4630252819521,2.222361164195568,4,5,131.2935438953233,1,331,41,61.369404623143765
372.56420183093917,7,2750,63.71717485990357,198.37865145042554,2.5345496627741992,9,8,209.47661158783015,6,120,89,32.12461020890981
408.8602194009845,8,3421,77.2117970395823,400.76209366159367,0.7861621175115392,5,7,163.9452515646583,9,297,114,43.14752289597391
461.731064707845,9,8119,68.88909930244263,359.08679598542284,1.0392213900471297,4,8,175.34478574669828,2,465,25,57.61451700055205
391.4118321981138,5,6319,67.0863801320965,168.74618885156326,1.529442948792385,7,7,247.78982319620118,3,53,150,35.958700133106284
372.80013151921696,9,16896,76.02300542091176,237.57089959047892,1.8451053563863575,4,3,114.70853721010664,10,330,42,69.85700979361827
449.5454792274177,7,12918,67.44354590144735,122.88269060244913,1.3231015802095454,3,2,67.7526670919731,5,271,76,52.24897420552138
449.63759311982807,6,14849,77.58541460289841,447.07274992808584,2.1712036704182065,9,7,215.16120341320337,9,240,155,52.60746963291575
395.5000913732787,7,5873,77.83674360672693,261.61779634942025,1.8690326658603054,8,3,213.68965048271417,4,242,136,30.0909089296082
398.0852419954807,4,5806,59.321569294248185,568.8233866140949,3.0567161850716924,1,3,164.66333398046373,1,17,19,19.891059291864444
448.7075954897498,7,9592,78.87408161778339,312.16503660600324,1.8201810836130337,7,2,107.17031995340415,4,186,38,35.21170376923155
327.7379274121927,4,13182,58.30371222798492,267.0389544895685,0.37062564142760457,9,4,120.11037208063881,6,345,178,25.39332805700825
330.662608244888,7,17774,79.37264421506009,252.47673580623032,2.300600938028336,8,8,17.858163829513074,5,143,11,46.32391795034366
380.27201606982464,4,13045,86.22685753784191,263.37002472113574,2.1886415804709287,8,1,209.03572241657622,1,261,10,6.941562084626242
416.631805076747,5,5430,76.99867550615305,316.62316427007045,1.5103600948764053,6,1,206.21210476233148,4,440,153,20.240566732328336
454.38534472305633,9,9820,52.744154842402615,676.8611364867478,2.27599990679763,4,5,15.065379962657289,6,363,41,56.77930995474547
538.2256476203677,9,5232,78.50852575508814,249.17104948509606,1.3397883294189321,8,5,189.4105667124909,10,430,154,66.8003449631932
493.75149287054546,8,12122,87.9690317274881,254.0469808843036,2.4638719628986743,3,1,152.32813240072068,10,238,10,69.48786958129148
420.48442584263324,9,16023,67.57574687201577,309.8390768524768,4.0,9,6,38.2420711687363,4,303,37,61.66683008645691
430.63083303100643,6,9007,69.72237343976087,463.54117595163905,0.7555156216745871,2,1,23.51998391420244,9,297,97,42.30657831538821
359.81788574607776,7,18905,60.49210622458854,86.85231583908313,1.787006330392672,2,5,149.8794615521378,5,75,170,90.1429108632391
430.66705420854794,8,10018,72.49663535055736,368.2639105364468,1.6587959028406916,7,9,88.18367088744657,8,187,18,47.908788563183755
411.21657799775005,6,2500,80.15341746034503,177.38622359682572,1.8533920932099652,10,5,265.5959080439736,9,332,133,35.22515969980652
455.23573634434246,6,7737,75.58189702519563,382.99090334264235,3.0159396636775795,4,6,196.2078715719125,10,387,173,57.32905192803896
372.4393720642327,4,4294,90.0,225.93600864593157,2.63426124745522,10,8,157.8954509385782,5,245,115,15.81326796587825
469.39294902536443,9,19803,70.26421634372637,0.0,2.8790132020851393,8,1,161.84632032019155,6,129,112,78.87284438061903
542.3572017361856,5,5497,56.954613060677886,355.4366404031228,2.2243964038028787,9,2,226.4693744293734,1,473,169,48.41583386957024
424.1692693111063,5,18850,71.36776777254575,354.1717155520303,1.142320544044114,7,9,187.72144733818703,7,314,64,52.0969320886344
460.9232439911238,8,1614,50.668385878300086,213.13795372808553,1.3082517109920164,5,3,159.9813150796818,4,410,98,57.25318392174913
481.69036740320007,5,10374,65.73516860108388,204.24842097854963,2.797007765973274,8,6,41.579105896199195,2,282,71,39.301179087274804
